	Xboc_CILIATED_CELLS	Xboc_EPIDERMIS	Xboc_EXCRETORY	Xboc_GLAND1	Xboc_GLAND2	Xboc_GLAND3	Xboc_GLAND4	Xboc_GUT	Xboc_MUSCLE	Xboc_MUSCLE-LIKE	Xboc_NEURON	Xboc_PHARYNGEAL	Xboc_PIGMENT	Xboc_SECRETORY_EPITHELIIUM_1	Xboc_SECRETORY_EPITHELIIUM_2	Xboc_SECRETORY_EPITHELIIUM_3	Xboc_SECRETORY_EPITHELIIUM_4	Xboc_unk1	Xboc_unk2	Xboc_unk3	Xboc_unk4	Xboc_unk5	Xboc_unk6	Xboc_unk7	Xboc_unk8	Xboc_unk9	Spur_Aboral ectoderm	Spur_Anus	Spur_Apical plate	Spur_Blastocoelar cells	Spur_Cardiac sphincter	Spur_Ciliary band	Spur_Coelomic pouches	Spur_Esophageal muscles	Spur_Esophagus	Spur_Exocrine pancreas-like	Spur_Immune cells	Spur_Intestine	Spur_Lower oral ectoderm	Spur_Neurons	Spur_Pyloric sphincter	Spur_Skeleton	Spur_Stomach (1)	Spur_Stomach (2)	Spur_Stomach (3)	Spur_Undefined	Spur_Upper oral ectoderm
Xboc_CILIATED_CELLS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2372874558332966	0.05573780204085031	0.3220348038328843	0.012437924437308255	0.035346538670504406	0.2834371796098066	0.10764729345891469	0.013841616684972257	0.0850040241302482	0.0267574168572167	0.08332793773664222	0.05801382255655914	0.011521522358015382	0.13326342927108364	0.09164726925536434	0.05711799165262007	0.09169408920952198	0.04175382062579376	0.05197635845372502	0.2318169344101201	0.1259563100883825
Xboc_EPIDERMIS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49052419949682713	0.1366601307879462	0.20525379867145138	0.30715473845495034	0.0344980691141704	0.09887912647681284	0.07032849132457199	0.0087399986709654	0.1607320359599945	0.03756728831270915	0.4266290291058888	0.12034027641742964	0.15334426358667055	0.12701632037073995	0.02903762500815611	0.05788467099850908	0.059461873555712766	0.04227017907175048	0.01698203448552147	0.4644279016460092	0.22200239905993152
Xboc_EXCRETORY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009254408083097378	0.746726042111211	0.001198186836006735	0.0	0.012817265074619052	0.00804121353182121	0.0006011585643548017	0.0005014389170542093	0.0037654843968382193	0.005697991474471527	0.016636773044464793	0.08317125268837831	0.001099659865013009	0.0	0.0055973662496024085	0.0	0.007733370125868428	0.003340576365963223	0.0011957565489334606	0.08173386764757154	0.021276502428263476
Xboc_GLAND1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02863906309135587	0.0018163511067761707	0.007020586442180178	0.001983769823551402	0.00013033695511428914	0.022418292046335435	0.001753360531826801	0.000587120146927145	0.008629824338763546	0.0006955911076730544	0.007031780516275931	0.002650394057466606	0.002389810945898886	0.005134722970923794	7.218651139830715e-05	0.02134591386922418	0.012855683041296317	0.003646107667128628	0.0002567349697262449	0.6272707974094586	0.07003413638633074
Xboc_GLAND2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.026690405389484573	0.013035683936589354	0.033731544464590375	0.03745176309909763	0.014935762405039498	0.08698762117388154	0.04260381290661659	0.029168799877725353	0.010898306119681869	0.045381138040418136	0.019865009199189158	0.0344603546369021	0.00149110662035272	0.009905825133086656	0.08562888618157596	0.004865187940179734	0.12195815853221308	0.04221171605883979	0.08192787403487264	0.2857810616772174	0.09423223305635722
Xboc_GLAND3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010369143900370777	0.00877762595116179	0.005865138340737782	0.016263111579553853	0.027183906098419613	0.018128236012384526	0.0007021580754667182	0.026557062121644374	0.0024699469995029086	0.6543397655775978	0.01152480936963634	0.008861349839436013	0.0	0.005448863617377173	0.0053636857609037315	0.0	0.03413446241731872	0.021851312459197157	0.005204156274666631	0.3690758211565754	0.02463650506723624
Xboc_GLAND4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08113672943036473	0.0016286036626161234	0.0032695475758395425	0.0	0.0	0.05155743509256618	0.001743463476995995	0.0	0.0005552296686997096	0.009917908718784842	0.016807945869046898	0.003778756766959284	0.010822154029725313	0.001391912067305157	0.0037776410938749547	0.0008347831236245065	0.008516009840831196	0.0003674501490544944	0.0	0.42714182284475655	0.0873678312073407
Xboc_GUT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19334377729285168	0.5043520274447219	0.20055301596315228	0.1768339352899228	0.41958682802989805	0.2763668117711631	0.23457332374741108	0.08284393903481137	0.297503121017065	0.2739488653863584	0.3276803179389034	0.6440313090493371	0.19875915975500064	0.2319183197777913	0.6918535548686072	0.1291869062722218	0.8389135755918635	0.7855907415626955	0.5441540098086245	0.3558438249401018	0.4057282144601274
Xboc_MUSCLE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01577911745995861	0.028477417087743144	0.012173671840164362	0.6310850084248465	0.41292563056715953	0.011076060797015997	0.03832748479372968	0.9912983633018803	0.025518545938263536	0.017254378018935583	0.018992596797623856	0.013200062128337131	0.016698752531255717	0.04821453431095786	0.005693464243833286	0.03934039697893345	0.021142520944945523	0.009419831852916068	0.008598609993000392	0.14011215425437856	0.03290741037549649
Xboc_MUSCLE-LIKE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013658735345686984	0.006091636619663584	0.01080890833177962	0.05116850549599709	0.004733068452886362	0.10533816370126863	0.0012918845399057814	0.011193542320789295	0.006543270756316055	0.003328659818807346	0.029258601095850705	0.01922593448067928	0.002025600472613129	0.0010932189698523074	0.008548447280795445	0.0009546584654583417	0.08500320617974892	0.030894095028046225	0.0006098230534887513	0.234139461177522	0.09420204647338803
Xboc_NEURON	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01634653142203422	0.050534817838616096	0.022662498134024798	0.003371378791260169	0.0006374580194950826	0.1633100119487176	0.022184822020656036	0.003926884296030988	0.061955109835615106	0.004011916349436399	0.03314866956391784	0.030912459276150828	0.01675145665567512	0.06839643695435485	0.009141841604921017	0.011918177995284421	0.05591648731387926	0.013922625560526203	0.0010535852793060294	0.2627397223052152	0.17187835109991845
Xboc_PHARYNGEAL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.128741637043545	0.023763914733209997	0.0040528847128425294	0.0	0.0019474333757646962	0.04836645113075662	0.0049228179180728915	0.012675844008468315	0.014588737103383723	0.0034636872330557253	0.05423459281608978	0.031679192214794476	0.0032213672521829045	0.0009460831873449917	0.0002990170258536635	0.0007241277084785504	0.07765468527613395	0.02749909332366412	0.0	0.2620221138438624	0.08831081537190286
Xboc_PIGMENT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36060796353505725	0.012425270575573358	0.06746516198179157	0.00201406942758663	0.002024177682763332	0.05540226902305848	0.052214053031360175	0.0016002643384401317	0.010489056008575286	0.005620542385712206	0.07873190948357066	0.01500735032758194	0.004726776140002871	0.013300750913050505	0.014756757942956358	0.03496949929932499	0.017481648310335916	0.008310627873930871	0.013143564562893917	0.29573868067314757	0.03967685436348215
Xboc_SECRETORY_EPITHELIIUM_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023189829738151655	0.0013618064000603153	0.0005413543180578204	0.05472019596755272	0.0	0.021833345816389578	0.03869730733818315	0.0	0.07125878439579716	0.0003383933768734222	0.019632269971084467	0.0016699815819090896	0.0	0.023845766639110446	0.0	0.0	0.02274791250868518	0.00034758228186024845	0.0	0.2164170573138556	0.10351232984926614
Xboc_SECRETORY_EPITHELIIUM_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0076271780085559295	0.0	0.004743042921561443	0.07924381955201941	0.0	0.018924012196699216	0.0429181100324828	0.0	0.0010895395412429515	0.0	0.007865219401213031	0.0021440021884225513	0.001702084189823773	0.04267843093798091	0.0	0.0003568142805433201	0.02046184031484695	0.00325978522810118	0.0005205473027829422	0.18442499981811517	0.029545589087527673
Xboc_SECRETORY_EPITHELIIUM_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0075505720509982084	0.0012303664651779913	0.0009823231086153383	0.06359863845168404	0.0002315689507009099	0.018941101480274423	0.06301369381002828	0.0004144094436998022	0.0014170617268741618	0.0005131445669931912	0.011554083555547153	0.001984360106472683	0.002876092513416158	0.12576710575951588	0.0	0.0005089838779257107	0.023617291848248612	0.0017813689863471378	0.0	0.3444458279298063	0.026779895183043412
Xboc_SECRETORY_EPITHELIIUM_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007718361527173524	0.004138410835180105	0.007445877611498555	0.13600558668279533	0.0	0.05940564277173895	0.11257977027532151	0.0	0.0032331949480517335	0.0005352980587348072	0.022501757671311365	0.005896166921939983	0.004060629205747581	0.07862515298776065	0.0	0.000484961528559112	0.027687294879871694	0.0005193205786016285	0.00025941512442631217	0.23099737685993063	0.06400615994788295
Xboc_unk1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0038138275018512295	0.008837749960288365	0.0036638229597956568	0.010200786884621352	0.0027511748071969754	0.19677460094021865	0.014751610986821938	0.005812498964711776	0.012615497744760142	0.015244355243140304	0.012783304299107878	0.01923274764361997	0.002989185772590072	0.0004643402731652072	0.034193981588012935	0.0009956810493171315	0.023274993946157903	0.031479758204317615	0.003863792247947511	0.24144403988831636	0.2479453299003871
Xboc_unk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007815583585189046	0.008510834599933492	0.001432086386925761	0.0008237701813842351	0.0	0.21640183255454654	0.04200343051181438	0.0	0.010579953560252816	0.0	0.015306657571921798	0.02112203361125696	0.0	0.0018728074383535804	0.0	0.0	0.009022733164913078	0.0008818253069717341	0.00140498289183923	0.19306315707949107	0.17061207585461158
Xboc_unk3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0352045866269434	0.028836538738202	0.012969375697799341	0.022313467365567274	0.019598540295586137	0.09246463900554495	0.01265544791929725	0.027316361835259435	0.02123088692985339	0.03563510186737407	0.04190920867809321	0.01679787852734788	0.0016592644596985576	0.005077812216412976	0.013851407771737476	0.001495579537116602	0.06806126103213128	0.012453086419098086	0.001318328818254184	0.3081826281586673	0.11450040050476802
Xboc_unk4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014515576300405942	0.01539789111105964	0.001037867359654788	0.0	0.00045498863523073415	0.04018536474507211	0.0	0.0025030379447880044	0.0178375444556502	0.0037232375895781106	0.025056629556510075	0.008833720042331204	0.0007908788454991435	0.002036614925165135	0.0013793366475699414	0.00012679593829756792	0.046213856613968166	0.0023556550239460217	8.862478082124082e-05	0.5372259070253408	0.08401906092874187
Xboc_unk5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014259895996523891	0.00962054187776028	0.005937275490156003	0.007803220094070128	0.006327089774939246	0.07062379980880783	0.025005527316504305	0.019053443802816872	0.004599806799013956	0.019259927801836076	0.022208643355517737	0.014210537318451053	0.0006652509412794761	0.0032868862332601717	0.00887976554450947	0.0003625269693998105	0.04191780293843606	0.011722221880838461	0.0005412707585608501	0.2783604445448228	0.08529547759367094
Xboc_unk6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014367583627850802	0.0035305021676698438	0.0	0.0	0.00037851408268053716	0.005233221375717645	0.0	0.0	0.000995358227917001	0.0037122961643441996	0.006766761721898754	0.004958711918025089	0.0	0.0007012852794830795	0.004817309627115898	0.0	0.07245250971719838	0.03858482147334843	0.0026086330590865815	0.10123306455749181	0.028513593192753185
Xboc_unk7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03438072551348997	0.003924527734905436	0.0020071725104874316	0.0005428431070535147	0.0005134283413097822	0.053110157424639835	0.004451674164324225	0.010935941850605991	0.004389618969452966	0.00041935576344133256	0.007447102816845042	0.0039171050107341164	0.0027086169365826297	0.0007296274119007668	0.00023931290650567794	0.0	0.011845253829346996	0.002426508197809398	0.0001958801400401655	0.135289106119243	0.10332026582278153
